YEAR,HOSPITAL,Procedure/Condition,Risk Adjuested Mortality Rate,Risk Adjuested Mortality Rate,Hospital Ratings
2023,Corona Regional Medical Center – Main,Pneumonia,6.3,6.3,As Expected
2023,Dameron Hospital,Acute Stroke,0,0,As Expected
2023,Dameron Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Dameron Hospital,GI Hemorrhage,2.3,2.3,As Expected
2023,Dameron Hospital,Heart Failure,4.6,4.6,As Expected
2023,Dameron Hospital,Hip Fracture,0,0,As Expected
2023,Dameron Hospital,Pneumonia,4.9,4.9,As Expected
2023,Dameron Hospital,AMI,8.2,8.2,Worse
2023,Dameron Hospital,PCI,9.4,9.4,Worse
2023,Desert Regional Medical Center,AMI,6.2,6.2,As Expected
2023,Desert Regional Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Desert Regional Medical Center,Heart Failure,3.5,3.5,As Expected
2023,Desert Regional Medical Center,PCI,3.1,3.1,As Expected
2023,Desert Regional Medical Center,Acute Stroke,10.1,10.1,Worse
2023,Desert Regional Medical Center,GI Hemorrhage,4.4,4.4,Worse
2023,Desert Regional Medical Center,Hip Fracture,4.1,4.1,Worse
2023,Desert Regional Medical Center,Pneumonia,8.6,8.6,Worse
2023,Desert Valley Hospital,AMI,3.5,3.5,As Expected
2023,Desert Valley Hospital,Acute Stroke,0,0,As Expected
2023,Desert Valley Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Desert Valley Hospital,GI Hemorrhage,2.7,2.7,As Expected
2023,Desert Valley Hospital,Hip Fracture,0,0,As Expected
2023,Desert Valley Hospital,PCI,3.9,3.9,As Expected
2023,Desert Valley Hospital,Heart Failure,1,1,Better
2023,Desert Valley Hospital,Pneumonia,4.2,4.2,Better
2023,Doctors Hospital of Manteca,AMI,0,0,As Expected
2023,Doctors Hospital of Manteca,Acute Stroke,8.9,8.9,As Expected
2023,Doctors Hospital of Manteca,GI Hemorrhage,5.3,5.3,As Expected
2023,Doctors Hospital of Manteca,Heart Failure,1.7,1.7,As Expected
2023,Doctors Hospital of Manteca,Hip Fracture,0,0,As Expected
2023,Doctors Hospital of Manteca,Pneumonia,9.6,9.6,As Expected
2023,Doctors Hospital of Riverside,AMI,0,0,As Expected
2023,Doctors Hospital of Riverside,Acute Stroke,5.1,5.1,As Expected
2023,Doctors Hospital of Riverside,Carotid Endarterectomy,0,0,As Expected
2023,Doctors Hospital of Riverside,GI Hemorrhage,2.7,2.7,As Expected
2023,Doctors Hospital of Riverside,Heart Failure,1.8,1.8,As Expected
2023,Doctors Hospital of Riverside,Hip Fracture,3.9,3.9,As Expected
2023,Doctors Hospital of Riverside,Pneumonia,4.8,4.8,As Expected
2023,Doctors Medical Center,AMI,6.6,6.6,As Expected
2023,Doctors Medical Center,Acute Stroke,7.6,7.6,As Expected
2023,Doctors Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Doctors Medical Center,GI Hemorrhage,3.8,3.8,As Expected
2023,Doctors Medical Center,Heart Failure,3.7,3.7,As Expected
2023,Doctors Medical Center,Hip Fracture,2.5,2.5,As Expected
2023,Doctors Medical Center,PCI,4.6,4.6,As Expected
2023,Doctors Medical Center,Pneumonia,7.7,7.7,As Expected
2023,Dominican Hospital,AMI,5.4,5.4,As Expected
2023,Dominican Hospital,Acute Stroke,8.1,8.1,As Expected
2023,Dominican Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Dominican Hospital,GI Hemorrhage,2.2,2.2,As Expected
2023,Dominican Hospital,Heart Failure,1.5,1.5,As Expected
2023,Dominican Hospital,Hip Fracture,1.8,1.8,As Expected
2023,Dominican Hospital,PCI,5.3,5.3,As Expected
2023,Dominican Hospital,Pneumonia,6.7,6.7,As Expected
2023,East Los Angeles Doctors Hospital,AMI,8.6,8.6,As Expected
2023,East Los Angeles Doctors Hospital,Acute Stroke,0,0,As Expected
2023,East Los Angeles Doctors Hospital,GI Hemorrhage,5.9,5.9,As Expected
2023,East Los Angeles Doctors Hospital,Heart Failure,1.7,1.7,As Expected
2023,East Los Angeles Doctors Hospital,Hip Fracture,0,0,As Expected
2023,East Los Angeles Doctors Hospital,Pneumonia,7.6,7.6,As Expected
2023,Eastern Plumas Hospital – Portola Campus,Pneumonia,0,0,As Expected
2023,Eden Medical Center,AMI,3.5,3.5,As Expected
2023,Eden Medical Center,Acute Stroke,9.9,9.9,As Expected
2023,Eden Medical Center,Carotid Endarterectomy,9.7,9.7,As Expected
2023,Eden Medical Center,Heart Failure,3.3,3.3,As Expected
2023,Eden Medical Center,Hip Fracture,0.6,0.6,As Expected
2023,Eden Medical Center,Pneumonia,5.9,5.9,As Expected
2023,Eden Medical Center,GI Hemorrhage,5.2,5.2,Worse
2023,Eisenhower Medical Center,AMI,5.2,5.2,As Expected
2023,Eisenhower Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Eisenhower Medical Center,GI Hemorrhage,2,2,As Expected
2023,Eisenhower Medical Center,Hip Fracture,0.4,0.4,As Expected
2023,Eisenhower Medical Center,PCI,3,3,As Expected
2023,Eisenhower Medical Center,Acute Stroke,5.1,5.1,Better
2023,Eisenhower Medical Center,Heart Failure,1.7,1.7,Better
2023,Eisenhower Medical Center,Pneumonia,4.8,4.8,Better
2023,El Camino Health,AMI,5.8,5.8,As Expected
2023,El Camino Health,Carotid Endarterectomy,0,0,As Expected
2023,El Camino Health,GI Hemorrhage,1.5,1.5,As Expected
2023,El Camino Health,Heart Failure,3.4,3.4,As Expected
2023,El Camino Health,Hip Fracture,0.9,0.9,As Expected
2023,El Camino Health,PCI,0.9,0.9,As Expected
2023,El Camino Health,Pancreatic Resection,0,0,As Expected
2023,El Camino Health,Pneumonia,6.2,6.2,As Expected
2023,El Camino Health,Acute Stroke,10.8,10.8,Worse
2023,El Centro Regional Medical Center,AMI,2.9,2.9,As Expected
2023,El Centro Regional Medical Center,Acute Stroke,6.9,6.9,As Expected
2023,El Centro Regional Medical Center,GI Hemorrhage,6,6,As Expected
2023,El Centro Regional Medical Center,Heart Failure,4.3,4.3,As Expected
2023,El Centro Regional Medical Center,Pneumonia,11.3,11.3,Worse
2023,Emanate Health Foothill Presbyterian Hospital,AMI,8.1,8.1,As Expected
2023,Emanate Health Foothill Presbyterian Hospital,Acute Stroke,11.3,11.3,As Expected
2023,Emanate Health Foothill Presbyterian Hospital,GI Hemorrhage,4.4,4.4,As Expected
2023,Emanate Health Foothill Presbyterian Hospital,Heart Failure,2.1,2.1,As Expected
2023,Emanate Health Foothill Presbyterian Hospital,Pancreatic Resection,0,0,As Expected
2023,Emanate Health Foothill Presbyterian Hospital,Pneumonia,8,8,As Expected
2023,Emanate Health Foothill Presbyterian Hospital,Hip Fracture,7.6,7.6,Worse
2023,Emanate Health Inter – Community Hospital,AMI,6.3,6.3,As Expected
2023,Emanate Health Inter – Community Hospital,Acute Stroke,7.7,7.7,As Expected
2023,Emanate Health Inter – Community Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Emanate Health Inter – Community Hospital,GI Hemorrhage,4.7,4.7,As Expected
2023,Emanate Health Inter – Community Hospital,Heart Failure,2.5,2.5,As Expected
2023,Emanate Health Inter – Community Hospital,PCI,3.8,3.8,As Expected
2023,Emanate Health Inter – Community Hospital,Pneumonia,6.2,6.2,As Expected
2023,Emanate Health Inter – Community Hospital,Hip Fracture,6.5,6.5,Worse
2023,Emanate Health Queen of the Valley Hospital,AMI,0,0,As Expected
2023,Emanate Health Queen of the Valley Hospital,Acute Stroke,6.1,6.1,As Expected
2023,Emanate Health Queen of the Valley Hospital,Heart Failure,4.1,4.1,As Expected
2023,Emanate Health Queen of the Valley Hospital,Hip Fracture,0,0,As Expected
2023,Emanate Health Queen of the Valley Hospital,GI Hemorrhage,5.8,5.8,Worse
2023,Emanate Health Queen of the Valley Hospital,Pneumonia,9.4,9.4,Worse
2023,Emanuel Medical Center,AMI,4.2,4.2,As Expected
2023,Emanuel Medical Center,Acute Stroke,6.8,6.8,As Expected
2023,Emanuel Medical Center,GI Hemorrhage,2.8,2.8,As Expected
2023,Emanuel Medical Center,Heart Failure,2.1,2.1,As Expected
2023,Emanuel Medical Center,Hip Fracture,0.9,0.9,As Expected
2023,Emanuel Medical Center,PCI,1.9,1.9,As Expected
2023,Emanuel Medical Center,Pneumonia,4.9,4.9,As Expected
2023,Encino Hospital Medical Center,AMI,0,0,As Expected
2023,Encino Hospital Medical Center,Acute Stroke,11.4,11.4,As Expected
2023,Encino Hospital Medical Center,GI Hemorrhage,0,0,As Expected
2023,Encino Hospital Medical Center,Heart Failure,3.1,3.1,As Expected
2023,Encino Hospital Medical Center,Hip Fracture,0,0,As Expected
2023,Encino Hospital Medical Center,Pneumonia,5.5,5.5,As Expected
2023,Enloe Health,AMI,5.5,5.5,As Expected
2023,Enloe Health,Acute Stroke,10.1,10.1,As Expected
2023,Enloe Health,Carotid Endarterectomy,0,0,As Expected
2023,Enloe Health,GI Hemorrhage,2.9,2.9,As Expected
2023,Enloe Health,Heart Failure,3.1,3.1,As Expected
2023,Enloe Health,Hip Fracture,0.5,0.5,As Expected
2023,Enloe Health,PCI,4.6,4.6,As Expected
2023,Enloe Health,Pancreatic Resection,0,0,As Expected
2023,Enloe Health,Pneumonia,7.2,7.2,As Expected
2023,Fairchild Medical Center,AMI,0,0,As Expected
2023,Fairchild Medical Center,Acute Stroke,18.8,18.8,As Expected
2023,Fairchild Medical Center,GI Hemorrhage,0,0,As Expected
2023,Fairchild Medical Center,Heart Failure,8,8,As Expected
2023,Fairchild Medical Center,Hip Fracture,6,6,As Expected
2023,Fairchild Medical Center,Pneumonia,14.8,14.8,As Expected
2023,Foothill Regional Medical Center,AMI,0,0,As Expected
2023,Foothill Regional Medical Center,Acute Stroke,0,0,As Expected
2023,Foothill Regional Medical Center,GI Hemorrhage,2.8,2.8,As Expected
2023,Foothill Regional Medical Center,Heart Failure,1.8,1.8,As Expected
2023,Foothill Regional Medical Center,Hip Fracture,0,0,As Expected
2023,Foothill Regional Medical Center,Pneumonia,3.5,3.5,Better
2023,French Hospital Medical Center,AMI,3.5,3.5,As Expected
2023,French Hospital Medical Center,Acute Stroke,3.2,3.2,As Expected
2023,French Hospital Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,French Hospital Medical Center,GI Hemorrhage,0.8,0.8,As Expected
2023,French Hospital Medical Center,Heart Failure,3.5,3.5,As Expected
2023,French Hospital Medical Center,Hip Fracture,2.4,2.4,As Expected
2023,French Hospital Medical Center,PCI,2.9,2.9,As Expected
2023,French Hospital Medical Center,Pneumonia,6.2,6.2,As Expected
2023,Garden Grove Hospital and Medical Center,AMI,6,6,As Expected
2023,Garden Grove Hospital and Medical Center,Acute Stroke,7.7,7.7,As Expected
2023,Garden Grove Hospital and Medical Center,GI Hemorrhage,0,0,As Expected
2023,Garden Grove Hospital and Medical Center,Heart Failure,0,0,As Expected
2023,Garden Grove Hospital and Medical Center,Hip Fracture,0,0,As Expected
2023,Garden Grove Hospital and Medical Center,Pneumonia,4.7,4.7,As Expected
2023,Garfield Medical Center,Acute Stroke,8.8,8.8,As Expected
2023,Garfield Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Garfield Medical Center,Hip Fracture,5.9,5.9,As Expected
2023,Garfield Medical Center,PCI,6.6,6.6,As Expected
2023,Garfield Medical Center,Pancreatic Resection,8.3,8.3,As Expected
2023,Garfield Medical Center,AMI,9.4,9.4,Worse
2023,Garfield Medical Center,GI Hemorrhage,6.7,6.7,Worse
2023,Garfield Medical Center,Heart Failure,5.7,5.7,Worse
2023,Garfield Medical Center,Pneumonia,15,15,Worse
2023,George L. Mee Memorial Hospital,Heart Failure,12.9,12.9,As Expected
2023,George L. Mee Memorial Hospital,Pneumonia,19.9,19.9,As Expected
2023,Glendale Memorial Hospital and Health Center,AMI,4.5,4.5,As Expected
2023,Glendale Memorial Hospital and Health Center,Acute Stroke,6.8,6.8,As Expected
2023,Glendale Memorial Hospital and Health Center,Carotid Endarterectomy,0,0,As Expected
2023,Glendale Memorial Hospital and Health Center,Heart Failure,2.1,2.1,As Expected
2023,Glendale Memorial Hospital and Health Center,Hip Fracture,1.6,1.6,As Expected
2023,Glendale Memorial Hospital and Health Center,PCI,3.5,3.5,As Expected
2023,Glendale Memorial Hospital and Health Center,Pneumonia,6.5,6.5,As Expected
2023,Glendale Memorial Hospital and Health Center,GI Hemorrhage,5.2,5.2,Worse
2023,Glenn Medical Center,Heart Failure,0,0,As Expected
2023,Glenn Medical Center,Pneumonia,7.6,7.6,As Expected
2023,Goleta Valley Cottage Hospital,Heart Failure,0,0,As Expected
2023,Goleta Valley Cottage Hospital,Hip Fracture,1.9,1.9,As Expected
2023,Goleta Valley Cottage Hospital,Pneumonia,0,0,As Expected
2023,Good Samaritan Hospital – Bakersfield,Heart Failure,7.3,7.3,As Expected
2023,Good Samaritan Hospital – Bakersfield,Pneumonia,7.3,7.3,As Expected
2023,Good Samaritan Hospital – San Jose,AMI,4.2,4.2,As Expected
2023,Good Samaritan Hospital – San Jose,Carotid Endarterectomy,0,0,As Expected
2023,Good Samaritan Hospital – San Jose,GI Hemorrhage,1.7,1.7,As Expected
2023,Good Samaritan Hospital – San Jose,Hip Fracture,0.9,0.9,As Expected
2023,Good Samaritan Hospital – San Jose,PCI,3,3,As Expected
2023,Good Samaritan Hospital – San Jose,Pneumonia,4.9,4.9,As Expected
2023,Good Samaritan Hospital – San Jose,Acute Stroke,4.6,4.6,Better
2023,Good Samaritan Hospital – San Jose,Heart Failure,1.1,1.1,Better
2023,Greater El Monte Community Hospital,AMI,5.5,5.5,As Expected
2023,Greater El Monte Community Hospital,Acute Stroke,10,10,As Expected
2023,Greater El Monte Community Hospital,GI Hemorrhage,5.1,5.1,As Expected
2023,Greater El Monte Community Hospital,Heart Failure,6.5,6.5,As Expected
2023,Greater El Monte Community Hospital,Pneumonia,15.1,15.1,Worse
2023,Grossmont Hospital,AMI,5.2,5.2,As Expected
2023,Grossmont Hospital,Acute Stroke,9.8,9.8,As Expected
2023,Grossmont Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Grossmont Hospital,Heart Failure,2.3,2.3,As Expected
2023,Grossmont Hospital,Hip Fracture,2.2,2.2,As Expected
2023,Grossmont Hospital,PCI,3.6,3.6,As Expected
2023,Grossmont Hospital,Pneumonia,4.4,4.4,As Expected
2023,Grossmont Hospital,GI Hemorrhage,4.5,4.5,Worse
2023,Hazel Hawkins Memorial Hospital,AMI,0,0,As Expected
2023,Hazel Hawkins Memorial Hospital,Acute Stroke,14.1,14.1,As Expected
2023,Hazel Hawkins Memorial Hospital,GI Hemorrhage,5.2,5.2,As Expected
2023,Hazel Hawkins Memorial Hospital,Heart Failure,0,0,As Expected
2023,Hazel Hawkins Memorial Hospital,Hip Fracture,0,0,As Expected
2023,Hazel Hawkins Memorial Hospital,Pneumonia,7.9,7.9,As Expected
2023,Healdsburg Hospital,Acute Stroke,0,0,As Expected
2023,Healdsburg Hospital,GI Hemorrhage,18,18,As Expected
2023,Healdsburg Hospital,Heart Failure,9.2,9.2,As Expected
2023,Healdsburg Hospital,Hip Fracture,15.5,15.5,As Expected
2023,Healdsburg Hospital,Pneumonia,11.3,11.3,As Expected
2023,Hemet Global Medical Center,AMI,5.6,5.6,As Expected
2023,Hemet Global Medical Center,Acute Stroke,4.4,4.4,As Expected
2023,Hemet Global Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Hemet Global Medical Center,GI Hemorrhage,4,4,As Expected
2023,Hemet Global Medical Center,Heart Failure,2.5,2.5,As Expected
2023,Hemet Global Medical Center,Hip Fracture,1.2,1.2,As Expected
2023,Hemet Global Medical Center,Pneumonia,5.2,5.2,As Expected
2023,Henry Mayo Newhall Hospital,Acute Stroke,7.6,7.6,As Expected
2023,Henry Mayo Newhall Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Henry Mayo Newhall Hospital,GI Hemorrhage,3.6,3.6,As Expected
2023,Henry Mayo Newhall Hospital,Heart Failure,4.3,4.3,As Expected
2023,Henry Mayo Newhall Hospital,Hip Fracture,1.8,1.8,As Expected
2023,Henry Mayo Newhall Hospital,PCI,5,5,As Expected
2023,Henry Mayo Newhall Hospital,Pneumonia,8.4,8.4,As Expected
2023,Henry Mayo Newhall Hospital,AMI,10.5,10.5,Worse
2023,Hi-Desert Medical Center,AMI,0,0,As Expected
2023,Hi-Desert Medical Center,Acute Stroke,7.2,7.2,As Expected
2023,Hi-Desert Medical Center,GI Hemorrhage,8,8,As Expected
2023,Hi-Desert Medical Center,Heart Failure,1.3,1.3,As Expected
2023,Hi-Desert Medical Center,Hip Fracture,6.1,6.1,As Expected
2023,Hi-Desert Medical Center,Pneumonia,9.4,9.4,As Expected
2023,Highland Hospital,AMI,1.9,1.9,As Expected
2023,Highland Hospital,Acute Stroke,10.7,10.7,As Expected
2023,Highland Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Highland Hospital,GI Hemorrhage,1.8,1.8,As Expected
2023,Highland Hospital,Heart Failure,1.2,1.2,As Expected
2023,Highland Hospital,Hip Fracture,2.2,2.2,As Expected
2023,Highland Hospital,PCI,3.7,3.7,As Expected
2023,Highland Hospital,Pancreatic Resection,0,0,As Expected
2023,Highland Hospital,Pneumonia,5.3,5.3,As Expected
2023,Hoag Memorial Hospital Presbyterian,AMI,4.8,4.8,As Expected
2023,Hoag Memorial Hospital Presbyterian,Carotid Endarterectomy,0,0,As Expected
2023,Hoag Memorial Hospital Presbyterian,GI Hemorrhage,1.9,1.9,As Expected
2023,Hoag Memorial Hospital Presbyterian,Heart Failure,1.9,1.9,As Expected
2023,Hoag Memorial Hospital Presbyterian,Hip Fracture,1.8,1.8,As Expected
2023,Hoag Memorial Hospital Presbyterian,PCI,4.6,4.6,As Expected
2023,Hoag Memorial Hospital Presbyterian,Pancreatic Resection,0,0,As Expected
2023,Hoag Memorial Hospital Presbyterian,Pneumonia,4.9,4.9,As Expected
2023,Hoag Memorial Hospital Presbyterian,Acute Stroke,5.6,5.6,Better
2023,Hoag Orthopedic Institute,Hip Fracture,0,0,As Expected
2023,Hollywood Presbyterian Medical Center,AMI,4.1,4.1,As Expected
2023,Hollywood Presbyterian Medical Center,Acute Stroke,7.1,7.1,As Expected
2023,Hollywood Presbyterian Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Hollywood Presbyterian Medical Center,GI Hemorrhage,3.1,3.1,As Expected
2023,Hollywood Presbyterian Medical Center,Heart Failure,2.7,2.7,As Expected
2023,Hollywood Presbyterian Medical Center,Hip Fracture,4.3,4.3,As Expected
2023,Hollywood Presbyterian Medical Center,PCI,4.3,4.3,As Expected
2023,Hollywood Presbyterian Medical Center,Pneumonia,8.4,8.4,Worse
2023,Huntington Beach Hospital,AMI,2.8,2.8,As Expected
2023,Huntington Beach Hospital,Acute Stroke,0,0,As Expected
2023,Huntington Beach Hospital,GI Hemorrhage,2.2,2.2,As Expected
2023,Huntington Beach Hospital,Heart Failure,0.9,0.9,As Expected
2023,Huntington Beach Hospital,Hip Fracture,0,0,As Expected
2023,Huntington Beach Hospital,Pneumonia,6.4,6.4,As Expected
2023,Huntington Hospital,Acute Stroke,7.8,7.8,As Expected
2023,Huntington Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Huntington Hospital,GI Hemorrhage,2.7,2.7,As Expected
2023,Huntington Hospital,Hip Fracture,2.6,2.6,As Expected
2023,Huntington Hospital,PCI,1.6,1.6,As Expected
2023,Huntington Hospital,Pancreatic Resection,2.8,2.8,As Expected
2023,Huntington Hospital,Pneumonia,5.3,5.3,As Expected
2023,Huntington Hospital,AMI,2.8,2.8,Better
2023,Huntington Hospital,Heart Failure,1.6,1.6,Better
2023,Jerold Phelps Community Hospital,Pneumonia,93.2,93.2,As Expected
2023,John C Fremont Healthcare District,AMI,15.3,15.3,As Expected
2023,John C Fremont Healthcare District,Heart Failure,25.2,25.2,As Expected
2023,John C Fremont Healthcare District,Pneumonia,10.5,10.5,As Expected
2023,John F. Kennedy Memorial Hospital,AMI,7.8,7.8,As Expected
2023,John F. Kennedy Memorial Hospital,Acute Stroke,5,5,As Expected
2023,John F. Kennedy Memorial Hospital,GI Hemorrhage,2.2,2.2,As Expected
2023,John F. Kennedy Memorial Hospital,Heart Failure,3.2,3.2,As Expected
2023,John F. Kennedy Memorial Hospital,Hip Fracture,1.7,1.7,As Expected
2023,John F. Kennedy Memorial Hospital,PCI,7,7,As Expected
2023,John F. Kennedy Memorial Hospital,Pneumonia,7.7,7.7,As Expected
2023,John Muir Medical Center – Concord Medical Center,AMI,5.3,5.3,As Expected
2023,John Muir Medical Center – Concord Medical Center,Acute Stroke,9.7,9.7,As Expected
2023,John Muir Medical Center – Concord Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,John Muir Medical Center – Concord Medical Center,GI Hemorrhage,3,3,As Expected
2023,John Muir Medical Center – Concord Medical Center,Heart Failure,3.2,3.2,As Expected
2023,John Muir Medical Center – Concord Medical Center,Hip Fracture,0,0,As Expected
2023,John Muir Medical Center – Concord Medical Center,PCI,5.3,5.3,As Expected
2023,John Muir Medical Center – Concord Medical Center,Pneumonia,7.1,7.1,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,AMI,6.1,6.1,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,Carotid Endarterectomy,4.5,4.5,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,GI Hemorrhage,3,3,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,Heart Failure,2.7,2.7,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,Hip Fracture,1.1,1.1,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,PCI,7.7,7.7,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,Pancreatic Resection,6.9,6.9,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,Pneumonia,7,7,As Expected
2023,John Muir Medical Center – Walnut Creek Medical Center,Acute Stroke,10.1,10.1,Worse
2023,Kaiser Foundation Hospital – Antioch,AMI,2.6,2.6,As Expected
2023,Kaiser Foundation Hospital – Antioch,Acute Stroke,8.7,8.7,As Expected
2023,Kaiser Foundation Hospital – Antioch,GI Hemorrhage,2.8,2.8,As Expected
2023,Kaiser Foundation Hospital – Antioch,Heart Failure,2.6,2.6,As Expected
2023,Kaiser Foundation Hospital – Antioch,Hip Fracture,1,1,As Expected
2023,Kaiser Foundation Hospital – Antioch,Pneumonia,7.2,7.2,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,AMI,7.3,7.3,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,Acute Stroke,7,7,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,GI Hemorrhage,3,3,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,Hip Fracture,0.6,0.6,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,PCI,0,0,As Expected
2023,Kaiser Foundation Hospital – Baldwin Park,Heart Failure,4.6,4.6,Worse
2023,Kaiser Foundation Hospital – Baldwin Park,Pneumonia,9.1,9.1,Worse
2023,Kaiser Foundation Hospital – Downey,AMI,3.8,3.8,As Expected
2023,Kaiser Foundation Hospital – Downey,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Downey,GI Hemorrhage,2.2,2.2,As Expected
2023,Kaiser Foundation Hospital – Downey,Heart Failure,2,2,As Expected
2023,Kaiser Foundation Hospital – Downey,Hip Fracture,2.3,2.3,As Expected
2023,Kaiser Foundation Hospital – Downey,Pancreatic Resection,5.9,5.9,As Expected
2023,Kaiser Foundation Hospital – Downey,Pneumonia,7.3,7.3,As Expected
2023,Kaiser Foundation Hospital – Downey,Acute Stroke,3.2,3.2,Better
2023,Kaiser Foundation Hospital – Fontana,AMI,6.6,6.6,As Expected
2023,Kaiser Foundation Hospital – Fontana,Acute Stroke,8,8,As Expected
2023,Kaiser Foundation Hospital – Fontana,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Fontana,GI Hemorrhage,4,4,As Expected
2023,Kaiser Foundation Hospital – Fontana,Hip Fracture,0.4,0.4,As Expected
2023,Kaiser Foundation Hospital – Fontana,PCI,4.2,4.2,As Expected
2023,Kaiser Foundation Hospital – Fontana,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – Fontana,Heart Failure,4.6,4.6,Worse
2023,Kaiser Foundation Hospital – Fontana,Pneumonia,10.4,10.4,Worse
2023,Kaiser Foundation Hospital – Fremont,AMI,11.6,11.6,As Expected
2023,Kaiser Foundation Hospital – Fremont,Acute Stroke,9.3,9.3,As Expected
2023,Kaiser Foundation Hospital – Fremont,GI Hemorrhage,2.1,2.1,As Expected
2023,Kaiser Foundation Hospital – Fremont,Heart Failure,2.9,2.9,As Expected
2023,Kaiser Foundation Hospital – Fremont,Hip Fracture,0,0,As Expected
2023,Kaiser Foundation Hospital – Fremont,PCI,4.5,4.5,As Expected
2023,Kaiser Foundation Hospital – Fremont,Pneumonia,6,6,As Expected
2023,Kaiser Foundation Hospital – Fresno,AMI,5.4,5.4,As Expected
2023,Kaiser Foundation Hospital – Fresno,Acute Stroke,11.4,11.4,As Expected
2023,Kaiser Foundation Hospital – Fresno,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Fresno,GI Hemorrhage,4.3,4.3,As Expected
2023,Kaiser Foundation Hospital – Fresno,Heart Failure,4.5,4.5,As Expected
2023,Kaiser Foundation Hospital – Fresno,Hip Fracture,0.7,0.7,As Expected
2023,Kaiser Foundation Hospital – Fresno,PCI,0,0,As Expected
2023,Kaiser Foundation Hospital – Fresno,Pneumonia,5.8,5.8,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,AMI,4.7,4.7,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,Acute Stroke,9,9,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,GI Hemorrhage,3.4,3.4,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,Heart Failure,3.5,3.5,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,Hip Fracture,2.8,2.8,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,PCI,4.6,4.6,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,Pancreatic Resection,0,0,As Expected
2023,Kaiser Foundation Hospital – Los Angeles,Pneumonia,7,7,As Expected
2023,Kaiser Foundation Hospital – Manteca,AMI,4.5,4.5,As Expected
2023,Kaiser Foundation Hospital – Manteca,Acute Stroke,9.4,9.4,As Expected
2023,Kaiser Foundation Hospital – Manteca,Carotid Endarterectomy,0,0,As Expected
2023,Kaiser Foundation Hospital – Manteca,GI Hemorrhage,1.5,1.5,As Expected
2023,Kaiser Foundation Hospital – Manteca,Heart Failure,3.4,3.4,As Expected
2023,Kaiser Foundation Hospital – Manteca,Hip Fracture,1.8,1.8,As Expected
2023,Kaiser Foundation Hospital – Manteca,PCI,1.7,1.7,As Expected
2023,Kaiser Foundation Hospital – Manteca,Pneumonia,6.5,6.5,As Expected
2023,Kaiser Foundation Hospital – Moreno Valley,AMI,8.3,8.3,As Expected
2023,Kaiser Foundation Hospital – Moreno Valley,Acute Stroke,5.1,5.1,As Expected
2023,Kaiser Foundation Hospital – Moreno Valley,GI Hemorrhage,4.4,4.4,As Expected
2023,Kaiser Foundation Hospital – Moreno Valley,Heart Failure,3.2,3.2,As Expected
2023,Kaiser Foundation Hospital – Moreno Valley,Hip Fracture,0,0,As Expected
2023,Kaiser Foundation Hospital – Moreno Valley,PCI,0,0,As Expected
